"","expedition_id","member_id","success","year","season","age","expedition_role","oxygen_used"
"1","AMAD81101","AMAD81101-03",TRUE,1981,"Spring",28,"Climber",FALSE
"2","AMAD81101","AMAD81101-04",TRUE,1981,"Spring",27,"Exp Doctor",FALSE
"3","AMAD81101","AMAD81101-02",TRUE,1981,"Spring",35,"Deputy Leader",FALSE
"4","AMAD81101","AMAD81101-05",TRUE,1981,"Spring",37,"Climber",FALSE
"5","AMAD81101","AMAD81101-06",TRUE,1981,"Spring",43,"Climber",FALSE
"6","AMAD81101","AMAD81101-07",FALSE,1981,"Spring",38,"Climber",FALSE
"7","AMAD81101","AMAD81101-08",TRUE,1981,"Spring",23,"Climber",FALSE
"8","AMAD81101","AMAD81101-01",FALSE,1981,"Spring",36,"Leader",FALSE
"9","AMAD81101","AMAD81101-09",TRUE,1981,"Spring",48,"Climber",FALSE
"10","AMAD81101","AMAD81101-11",TRUE,1981,"Spring",25,"H-A Worker",FALSE
"11","AMAD81101","AMAD81101-12",TRUE,1981,"Spring",26,"H-A Worker",FALSE
"12","AMAD81101","AMAD81101-10",TRUE,1981,"Spring",21,"H-A Worker",FALSE
"13","AMAD84401","AMAD84401-01",FALSE,1984,"Winter",29,"Leader",FALSE
"14","AMAD84401","AMAD84401-03",FALSE,1984,"Winter",28,"Climber",FALSE
"15","AMAD84401","AMAD84401-04",FALSE,1984,"Winter",27,"Climber",FALSE
"16","AMAD84401","AMAD84401-05",FALSE,1984,"Winter",28,"Climber",FALSE
"17","AMAD84401","AMAD84401-02",FALSE,1984,"Winter",33,"Deputy Leader",FALSE
"18","AMAD84401","AMAD84401-06",FALSE,1984,"Winter",27,"Climber",FALSE
"19","AMAD89102","AMAD89102-02",FALSE,1989,"Spring",41,"Climber",FALSE
"20","AMAD89102","AMAD89102-01",FALSE,1989,"Spring",38,"Leader",FALSE
"21","AMAD89102","AMAD89102-03",FALSE,1989,"Spring",42,"Climber",FALSE
"22","AMAD89102","AMAD89102-05",FALSE,1989,"Spring",42,"Climber",FALSE
"23","AMAD89102","AMAD89102-04",FALSE,1989,"Spring",29,"Climber",FALSE
"24","AMAD89102","AMAD89102-06",FALSE,1989,"Spring",25,"Climber",FALSE
"25","AMAD93304","AMAD93304-03",FALSE,1993,"Autumn",35,"Climber",FALSE
"26","AMAD93304","AMAD93304-04",FALSE,1993,"Autumn",33,"Climber",FALSE
"27","AMAD93304","AMAD93304-05",FALSE,1993,"Autumn",52,"Climber",FALSE
"28","AMAD93304","AMAD93304-01",TRUE,1993,"Autumn",36,"Leader",FALSE
"29","AMAD93304","AMAD93304-06",TRUE,1993,"Autumn",27,"Climber",FALSE
"30","AMAD93304","AMAD93304-02",TRUE,1993,"Autumn",42,"Deputy Leader",FALSE
"31","ANN179301","ANN179301-03",FALSE,1979,"Autumn",41,"Climber",FALSE
"32","ANN179301","ANN179301-04",FALSE,1979,"Autumn",34,"Exp Doctor",FALSE
"33","ANN179301","ANN179301-02",FALSE,1979,"Autumn",34,"Deputy Leader",FALSE
"34","ANN179301","ANN179301-05",FALSE,1979,"Autumn",40,"Climber",FALSE
"35","ANN179301","ANN179301-06",FALSE,1979,"Autumn",25,"Climber",FALSE
"36","ANN179301","ANN179301-07",FALSE,1979,"Autumn",33,"Climber",FALSE
"37","ANN179301","ANN179301-08",FALSE,1979,"Autumn",24,"Climber",FALSE
"38","ANN179301","ANN179301-01",FALSE,1979,"Autumn",39,"Leader",FALSE
"39","ANN185401","ANN185401-03",FALSE,1985,"Winter",47,"Climber",FALSE
"40","ANN185401","ANN185401-04",FALSE,1985,"Winter",34,"Climber",FALSE
"41","ANN185401","ANN185401-01",FALSE,1985,"Winter",34,"Leader",FALSE
"42","ANN185401","ANN185401-05",FALSE,1985,"Winter",24,"Climber",FALSE
"43","ANN185401","ANN185401-07",FALSE,1985,"Winter",30,"Climber",FALSE
"44","ANN185401","ANN185401-06",FALSE,1985,"Winter",28,"Climber",FALSE
"45","ANN185401","ANN185401-08",FALSE,1985,"Winter",51,"Exp Doctor",FALSE
"46","ANN185401","ANN185401-09",FALSE,1985,"Winter",28,"Climber",FALSE
"47","ANN185401","ANN185401-10",FALSE,1985,"Winter",29,"Climber",FALSE
"48","ANN185401","ANN185401-11",FALSE,1985,"Winter",36,"Exp Doctor",FALSE
"49","ANN185401","ANN185401-12",FALSE,1985,"Winter",43,"Climber",FALSE
"50","ANN185401","ANN185401-13",FALSE,1985,"Winter",32,"Climber",FALSE
"51","ANN185401","ANN185401-16",FALSE,1985,"Winter",34,"Climber",FALSE
"52","ANN185401","ANN185401-14",FALSE,1985,"Winter",26,"Climber",FALSE
"53","ANN185401","ANN185401-15",FALSE,1985,"Winter",26,"Climber",FALSE
"54","ANN185401","ANN185401-02",FALSE,1985,"Winter",38,"Deputy Leader",FALSE
"55","ANN190101","ANN190101-03",FALSE,1990,"Spring",28,"Climber",FALSE
"56","ANN190101","ANN190101-01",FALSE,1990,"Spring",36,"Leader",FALSE
"57","ANN190101","ANN190101-02",FALSE,1990,"Spring",36,"Deputy Leader",FALSE
"58","ANN190101","ANN190101-04",FALSE,1990,"Spring",28,"Climber",FALSE
"59","ANN190101","ANN190101-05",FALSE,1990,"Spring",49,"Climber",FALSE
"60","ANN190101","ANN190101-06",FALSE,1990,"Spring",35,"Climber",FALSE
"61","ANN190101","ANN190101-07",FALSE,1990,"Spring",28,"Climber",FALSE
"62","ANN190101","ANN190101-08",FALSE,1990,"Spring",33,"Climber",FALSE
"63","ANN193302","ANN193302-03",FALSE,1993,"Autumn",30,"Climber",FALSE
"64","ANN193302","ANN193302-04",FALSE,1993,"Autumn",25,"Climber",FALSE
"65","ANN193302","ANN193302-05",FALSE,1993,"Autumn",28,"Climber",FALSE
"66","ANN193302","ANN193302-06",FALSE,1993,"Autumn",29,"Climber",FALSE
"67","ANN193302","ANN193302-07",FALSE,1993,"Autumn",32,"Exp Doctor",FALSE
"68","ANN193302","ANN193302-08",FALSE,1993,"Autumn",35,"Climber",FALSE
"69","ANN193302","ANN193302-02",FALSE,1993,"Autumn",33,"Deputy Leader",FALSE
"70","ANN193302","ANN193302-09",FALSE,1993,"Autumn",27,"Climber",FALSE
"71","ANN193302","ANN193302-01",FALSE,1993,"Autumn",26,"Leader",FALSE
"72","ANN281302","ANN281302-01",FALSE,1981,"Autumn",52,"Leader",FALSE
"73","ANN281302","ANN281302-03",FALSE,1981,"Autumn",52,"Exp Doctor",FALSE
"74","ANN281302","ANN281302-04",FALSE,1981,"Autumn",54,"Climber",FALSE
"75","ANN281302","ANN281302-05",FALSE,1981,"Autumn",32,"Climber",FALSE
"76","ANN281302","ANN281302-06",FALSE,1981,"Autumn",27,"Exp Doctor",FALSE
"77","ANN281302","ANN281302-02",FALSE,1981,"Autumn",42,"Climbing Leader",FALSE
"78","ANN281302","ANN281302-07",FALSE,1981,"Autumn",58,"Climber",FALSE
"79","ANN281302","ANN281302-08",FALSE,1981,"Autumn",54,"Radio Operator",FALSE
"80","ANN281302","ANN281302-09",FALSE,1981,"Autumn",21,"Climber",FALSE
"81","ANN281302","ANN281302-10",FALSE,1981,"Autumn",35,"Climber",FALSE
"82","ANN281302","ANN281302-11",FALSE,1981,"Autumn",21,"Climber",FALSE
"83","ANN281302","ANN281302-12",FALSE,1981,"Autumn",30,"Climber",FALSE
"84","ANN281302","ANN281302-13",FALSE,1981,"Autumn",31,"Climber",FALSE
"85","ANN281302","ANN281302-14",FALSE,1981,"Autumn",40,"Climber",FALSE
"86","ANN281302","ANN281302-15",FALSE,1981,"Autumn",24,"Climber",FALSE
"87","ANN281302","ANN281302-16",FALSE,1981,"Autumn",38,"Climber",FALSE
"88","ANN281302","ANN281302-17",FALSE,1981,"Autumn",37,"Climber",FALSE
"89","ANN281302","ANN281302-18",FALSE,1981,"Autumn",31,"Climber",FALSE
"90","ANN281302","ANN281302-19",FALSE,1981,"Autumn",38,"Climber",FALSE
"91","ANN283302","ANN283302-04",FALSE,1983,"Autumn",26,"Climber",FALSE
"92","ANN283302","ANN283302-03",FALSE,1983,"Autumn",29,"Photographer",FALSE
"93","ANN283302","ANN283302-01",FALSE,1983,"Autumn",29,"Leader",FALSE
"94","ANN283302","ANN283302-05",FALSE,1983,"Autumn",24,"Climber",FALSE
"95","ANN283302","ANN283302-06",FALSE,1983,"Autumn",30,"Journalist",FALSE
"96","ANN283302","ANN283302-02",FALSE,1983,"Autumn",29,"Deputy Leader",FALSE
"97","ANN378301","ANN378301-03",FALSE,1978,"Autumn",30,"Exp Doctor",FALSE
"98","ANN378301","ANN378301-04",FALSE,1978,"Autumn",36,"Climber",FALSE
"99","ANN378301","ANN378301-09",FALSE,1978,"Autumn",31,"Climber",FALSE
"100","ANN378301","ANN378301-10",FALSE,1978,"Autumn",29,"Exp Photographer",FALSE
"101","ANN378301","ANN378301-12",FALSE,1978,"Autumn",31,"Climber",FALSE
"102","ANN378301","ANN378301-14",FALSE,1978,"Autumn",22,"Climber",FALSE
"103","ANN378301","ANN378301-01",FALSE,1978,"Autumn",23,"Leader",FALSE
"104","ANN378301","ANN378301-02",FALSE,1978,"Autumn",18,"Climber",FALSE
"105","ANN378301","ANN378301-05",FALSE,1978,"Autumn",28,"Member",FALSE
"106","ANN378301","ANN378301-06",FALSE,1978,"Autumn",23,"Member",FALSE
"107","ANN378301","ANN378301-07",FALSE,1978,"Autumn",19,"Member",FALSE
"108","ANN378301","ANN378301-08",FALSE,1978,"Autumn",39,"Member",FALSE
"109","ANN378301","ANN378301-11",FALSE,1978,"Autumn",37,"Member",FALSE
"110","ANN378301","ANN378301-13",FALSE,1978,"Autumn",32,"Member",FALSE
"111","BARU92301","BARU92301-03",FALSE,1992,"Autumn",44,"Climber",FALSE
"112","BARU92301","BARU92301-04",FALSE,1992,"Autumn",30,"Climber",FALSE
"113","BARU92301","BARU92301-05",FALSE,1992,"Autumn",41,"Exp Doctor",FALSE
"114","BARU92301","BARU92301-06",TRUE,1992,"Autumn",39,"Climber",FALSE
"115","BARU92301","BARU92301-02",FALSE,1992,"Autumn",28,"Deputy Leader",FALSE
"116","BARU92301","BARU92301-07",TRUE,1992,"Autumn",54,"Climber",FALSE
"117","BARU92301","BARU92301-08",TRUE,1992,"Autumn",38,"Climber",FALSE
"118","BARU92301","BARU92301-09",TRUE,1992,"Autumn",26,"Climber",FALSE
"119","BARU92301","BARU92301-01",TRUE,1992,"Autumn",41,"Leader",FALSE
"120","BARU94301","BARU94301-02",FALSE,1994,"Autumn",29,"Climber",FALSE
"121","BARU94301","BARU94301-03",FALSE,1994,"Autumn",32,"Climber",FALSE
"122","BARU94301","BARU94301-04",FALSE,1994,"Autumn",33,"Climber",FALSE
"123","BARU94301","BARU94301-01",FALSE,1994,"Autumn",27,"Leader",FALSE
"124","BARU94301","BARU94301-05",FALSE,1994,"Autumn",33,"Climber",FALSE
"125","BARU94307","BARU94307-02",FALSE,1994,"Autumn",25,"Climber",FALSE
"126","BARU94307","BARU94307-03",FALSE,1994,"Autumn",41,"Climber",FALSE
"127","BARU94307","BARU94307-04",FALSE,1994,"Autumn",26,"Climber",FALSE
"128","BARU94307","BARU94307-05",FALSE,1994,"Autumn",42,"Climber",FALSE
"129","BARU94307","BARU94307-06",FALSE,1994,"Autumn",26,"Climber",FALSE
"130","BARU94307","BARU94307-07",FALSE,1994,"Autumn",34,"Climber",FALSE
"131","BARU94307","BARU94307-08",FALSE,1994,"Autumn",29,"Climber",FALSE
"132","BARU94307","BARU94307-09",FALSE,1994,"Autumn",29,"Climber",FALSE
"133","BARU94307","BARU94307-01",FALSE,1994,"Autumn",34,"Leader",FALSE
"134","BHRI86101","BHRI86101-02",FALSE,1986,"Spring",38,"Exp Doctor",FALSE
"135","BHRI86101","BHRI86101-03",FALSE,1986,"Spring",27,"Climber",FALSE
"136","BHRI86101","BHRI86101-04",FALSE,1986,"Spring",27,"Climber",FALSE
"137","BHRI86101","BHRI86101-05",FALSE,1986,"Spring",24,"Climber",FALSE
"138","BHRI86101","BHRI86101-01",FALSE,1986,"Spring",52,"Leader",FALSE
"139","BHRI86101","BHRI86101-06",FALSE,1986,"Spring",28,"Climber",FALSE
"140","BHRI86101","BHRI86101-07",FALSE,1986,"Spring",28,"Climber",FALSE
"141","BHRI86101","BHRI86101-08",FALSE,1986,"Spring",38,"Climber",FALSE
"142","BHRI86101","BHRI86101-09",FALSE,1986,"Spring",25,"Climber",FALSE
"143","BHRI86101","BHRI86101-12",FALSE,1986,"Spring",25,"Member",FALSE
"144","BHRI86101","BHRI86101-11",FALSE,1986,"Spring",26,"Climber/H-A Worker",FALSE
"145","BHRI86101","BHRI86101-10",FALSE,1986,"Spring",25,"Climber/H-A Worker",FALSE
"146","CHAM91301","CHAM91301-01",TRUE,1991,"Autumn",28,"Climber",FALSE
"147","CHAM91301","CHAM91301-02",FALSE,1991,"Autumn",30,"Climber",FALSE
"148","CHAM91301","CHAM91301-03",FALSE,1991,"Autumn",26,"Climber",FALSE
"149","CHAM91301","CHAM91301-04",FALSE,1991,"Autumn",30,"Exp Doctor",FALSE
"150","CHAM91301","CHAM91301-05",FALSE,1991,"Autumn",29,"Climber",FALSE
"151","CHAM91301","CHAM91301-06",FALSE,1991,"Autumn",43,"Climber",FALSE
"152","CHAM91301","CHAM91301-07",TRUE,1991,"Autumn",24,"Climber",FALSE
"153","CHAM91301","CHAM91301-08",FALSE,1991,"Autumn",27,"Climber",FALSE
"154","CHAM91301","CHAM91301-09",TRUE,1991,"Autumn",26,"Climber",FALSE
